item_type	item_sku	external_product_id	external_product_id_type	brand_name	feed_product_type	item_name	manufacturer	part_number	standard_price	quantity	migrated_shipping_group_name	main_image_url	product_description	fulfillment_center_id	package_length	package_width	package_height	package_weight	package_weight_unit_of_measure	package_length_unit_of_measure	
craft-supplies	IME021	783583495158	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Christmas Tree Silhouette 	Dee's Distinctively	IME021	17	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME021r.jpg	Tree Silhouettes dimensional compatible with Tree 1, 2 and 3. Dee's dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines. <div><br></div><div>Single die cuts 1 piece silhouette.</div><div><br></div><div>Size: 2.83 x 5.15 in.</div><div><br></div> 	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME026	783583495219	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Sm. Snow Covered Tree	Dee's Distinctively	IME026	12.5	2	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME026.jpg	<div>&nbsp;Size: 2.75" x 2.26"</div>Compatible with Christmas Stacker Tree IME025. Created for spectacular new dimension in paper crafting.  Dee's dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines.  <div><br></div><div>5 piece die set. Each die cuts one piece to layer together to form the tree.</div>       	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME031	783583495257	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Border 3	Dee's Distinctively	IME031	14.5	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME031r.jpg	Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines. <div><br></div><div><div>1 piece die cuts a single border.</div><div><br></div><div>Size: 6 x 1.25 in.</div></div>	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME036	783583495301	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Ornament Set 3	Dee's Distinctively	IME036	37.5	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME036.jpg	Set of 2.  Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines. <div><br></div><div><div>4 piece die. There are 2 pieces to cut and make a large ornament and 2 to make a smaller ornament.</div><div><br></div><div>Size: 1.29 x 4.25 in.</div></div>	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME044	783583495387	UPC	Dee's Distinctively	ArtSupplies	Dimensional Die - Lattice 2 	Dee's Distinctively	IME044	40	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME044.jpg	Tropical 2013 Collection. &nbsp;Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die. <div><br></div><div>1 piece die cuts 1 image.</div><div><br></div><div>4.16in X 5.29in.</div><div><br></div><div>Size:&nbsp;</div> 	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME049	783583495424	UPC	Dee's Distinctively	ArtSupplies	Dimensional Dies - Ripples Background 	Dee's Distinctively	IME049	36	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME049.jpg	Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die. <div><br></div><div>1 piece die.</div><div><br></div><div>Size: 4in X 5.25in.&nbsp;</div>   	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME054	783583495486	UPC	Dee's Distinctively	ArtSupplies	Dimensional Die - Small Hummingbird Left	Dee's Distinctively	IME054	13	2	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME054.jpg	Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die. <div><br></div><div><div>4 piece die that cuts out 4 pieces to layer together to make a hummingbird.</div><div><br></div><div>Size: 2.3in X 3.09in.&nbsp;</div></div>	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME059	783583495530	UPC	Dee's Distinctively	ArtSupplies	Dimensional Dies - Mums Floral 1	Dee's Distinctively	IME059	14.5	3	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME059.jpg	Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die. <div><br></div><div>2 die set. 1 dies cuts the background the other die cuts the foregound. Layer the 2 pieces together to create the Mum.</div><div><br></div><div>Size: 3.42in X 2.34in.&nbsp;</div>	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME064	783583495585	UPC	Dee's Distinctively	ArtSupplies	Dimensional Dies - Pom Pom Tree 1	Dee's Distinctively	IME064	14	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME064.jpg	Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die. <div><br></div><div>Size: 2.74in X 2.41.&nbsp;</div><div><br></div><div>2 piece die cuts shapes that you layer together to make a pom pom tree.</div> 	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME069	783583495639	UPC	Dee's Distinctively	ArtSupplies	Dimensional Dies - Bell Floral Stem 1	Dee's Distinctively	IME069	19	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME069.jpg	Bell Floral Collection. 1.64in X 3.23in. Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die. <div><br></div><div>4 piece die set. Use with IME073,&nbsp;IME074,&nbsp;IME075,&nbsp;IME076,&nbsp;IME077,&nbsp;IME078 or&nbsp;IME079.</div>	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME074	783583495684	UPC	Dee's Distinctively	ArtSupplies	Dimensional Dies - Bell Floral 2	Dee's Distinctively	IME074	15	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME074.jpg	Bell Floral Collection. Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die.  1 die cuts 10 Bell flowers. Dies that are compatible are IME069, IME070, IME071, IME076, IME077, IME078, IME079.   Size:  3.08in X 2.31.  	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME079	783583495738	UPC	Dee's Distinctively	ArtSupplies	Dimensional Dies - Floral Leaf 4	Dee's Distinctively	IME079	12	2	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME079.jpg	Bell Floral Collection. Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die.  1 die set cuts 6 floral leaves. Dies that are compatible are IME069, IME070, IME071, IME073, IME074, IME075.  Size: 6in X 0.93in.  	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME084	783583495783	UPC	Dee's Distinctively	ArtSupplies	Dimensional Dies - Large Ornament Overlay 2	Dee's Distinctively	IME084	20	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME084.jpg	Christmas 2013 Collection. Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die.  Size:  3.32in X 4.08.   Overlays coordinate with IME034, IME035,IME036, IME083	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME089	783583495837	UPC	Dee's Distinctively	ArtSupplies	Dimensional Dies - Garland	Dee's Distinctively	IME089	23	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME089.jpg	Christmas 2013 Collection.  Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die.  Coordinates with Christmas Tree Silhouette (IME021) or Christmas Tree Stacker (IME025) and IME085, IME086.  Size: 3.89in X 3.31in. 	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME090	728795253707	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Cardinal Left	Dee's Distinctively	IME090	13	2	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME090.jpg	Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines.<div><br></div><div>A 7 piece die that cuts out all of the parts you need to layer together to form a cardinal.</div><div><br></div><div>&nbsp;Size: 3.3 x 2.1 </div>  	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME100	728795253806	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Congrats	Dee's Distinctively	IME100	9	4	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME100.jpg	Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines.    Size: 2.6 x 1.8.&nbsp;A single piece die.  	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME095	728795253752	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Branch Set 1	Dee's Distinctively	IME095	19	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME095r.jpg	Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines.&nbsp;<div><br></div><div>A die that cuts 3 separate branches.</div><div>Size: 4.6 x 2.5</div>      	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME105	728795253851	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Happy Holidays	Dee's Distinctively	IME105	11.5	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME105.jpg	Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines.    Size: 2.7 x 1.9. A 2 piece die. 	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME112	728795253929	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Mother/Father Day	Dee's Distinctively	IME112	10	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME112.jpg	Size: 2.57" x 1.46"   <div><br></div><div>Die cuts 3 words for Mother's Day or Father's Day.</div>	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME117	728795253974	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Flourish  (set 4)	Dee's Distinctively	IME117	17	4	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME117.jpg	Size: 3.23" x 3.12"  <div><br></div><div>This is a 4 piece flourish die.</div> 	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME122	728795254025	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Secret Garden Flower Stems	Dee's Distinctively	IME122	10	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME122.jpg	Size: .64" x 5"  <div><br></div><div>This die is a 2 piece die of images on the right (the 2 long stems). The images on the left show two examples of how you can use the stems. You can use these with the flower dies IME123, IME124, IME125 and IME126.</div>  	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME127	728795254070	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Tree Base 1	Dee's Distinctively	IME127	14	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME127.jpg	Size: 2.89" x 3.62"  <div><br></div><div>This is a single piece die of the tree base pictured on the right. The image on the left shows this die with the compatible treetop die IME121.</div> 	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME129	undefined	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies DUPLICITY 1	Dee's Distinctively	IME129	32	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME129.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die cutting machines. <br><br>1 die<br><br>Size: 5.62" X 2.812"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME134	undefined	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies DUPLICITY 6	Dee's Distinctively	IME134	32	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME134.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>1 die <br><br>5.62" X 2.812"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME139	undefined	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies DUPLICITY 11	Dee's Distinctively	IME139	32	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME139.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>1 die<br><br>5.62" X 2.812"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME144	728795254247	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies LILAC	Dee's Distinctively	IME144	21.5	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME144.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>2 dies<br><br>Sizes: 1.25" x 3.60" and 1.90" x 3.55"<br>	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME165	728795254452	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies NOEL CELTIC	Dee's Distinctively	IME165	13	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME165.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>1 die<br><br>Size: 3.68" x 1.41"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME155	728795254353	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies LENA ORNAMENT LG. 1	Dee's Distinctively	IME155	13	2	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME155.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>1 die<br><br>Size: 2.48" x 3.09"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME160	728795254407	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies RED SPRUCE 2	Dee's Distinctively	IME160	18	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME160.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>2 tree dies<br><br>Sizes: <br>1.45" x 3.45" and 1.50" x 4.20"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME170	728795254506	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies CANDY CANE	Dee's Distinctively	IME170	11	2	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME170.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>2 dies<br><br>Approx Size: 1.10" X 2.70"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME150	728795254308	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies MERRY CHRISTMAS FRAME	Dee's Distinctively	IME150	32	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME150.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br><br>1 large Merry Christmas and snowflake die<br><br>Size: 5.17" x 3.93" 	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME180	728795254605	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies RETRO CATS 1	Dee's Distinctively	IME180	23	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME180.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>2 dies<br><br>Sizes: 3.26" x 4"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME185	728795254650	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies PRAYING HANDS	Dee's Distinctively	IME185	18	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME185.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>1 die<br><br>Size: 2.5" x 4.3'	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME190	728795254704	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies ALPINE TREE LG.	Dee's Distinctively	IME190	26	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME190.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>1 die that cuts out the tree and various sized branches.<br><br>Sizes: 3" x 5.6"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME195	728795254759	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies MOOSE 1	Dee's Distinctively	IME195	34	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME195.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>1 die<br><br>Size: 5" x 3.94"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME175	728795254551	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies HEWIE	Dee's Distinctively	IME175	28.5	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME175.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>14 dies<br><br>Sizes: 0.70" x 0.40" to 2.25"&nbsp; X 3.6"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME200	728795254803	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies RUDY	Dee's Distinctively	IME200	14	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME200.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>1 die<br><br>Sizes: 2.2" x 3.2"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME205	728795254858	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies PINE SPRIGS 2	Dee's Distinctively	IME205	24.5	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME205.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>2 dies<br><br>Sizes: 1.45" x 2.95" and 1.55" x 4.25"<br>	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME208	728795254889	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies FESTIVE BERRY SPRIGS 	Dee's Distinctively	IME208	12.6	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME208 FESTIVE BERRY SPRIGS.jpg	Dee's Distinctively Dies FESTIVE BERRY SPRIGS  <br><br>Dee's Distinctively Dies are a unique line of dies created for   spectacular new dimensions in paper crafting. Compatible with most  leading die-cutting machines.<br><br>2 dies<br><br>Size: 2.25" x 3.26"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME213	728795254933	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies FESTIVE SNOWFLAKE	Dee's Distinctively	IME213	12.6	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME213 FESTIVE SNOWFLAKE.jpg	Dee's Distinctively Dies FESTIVE SNOWFLAKE <br><br>Dee's Distinctively Dies are a unique line of dies created for   spectacular new dimensions in paper crafting. Compatible with most  leading die-cutting machines.<br><br>1 die<br><br>Size:  2.48” x 2.22”	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME218	728795254988	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies LET IT SNOW FRAME	Dee's Distinctively	IME218	38.7	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME218 LET IT SNOW FRAME.jpg	Dee's Distinctively Dies LET IT SNOW FRAME <br><br>Dee's Distinctively Dies are a unique line of dies created for   spectacular new dimensions in paper crafting. Compatible with most  leading die-cutting machines.<br><br>3 dies (outside snowflake frame, inside solid frame &amp; Let It Snow Sentiment<br><br>Size:<br>Sentiment: 1.75" x 2.0"<br>Largest: 4.07" X  5.13"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME223	728795255039	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies SM. CARDINAL SET	Dee's Distinctively	IME223	15.75	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME223.jpg	Dee's Distinctively Dies SM. CARDINAL SET <br><br>Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with the Big  shot, Vagabond, Cuttlebug and Grand Calibur die cutting machines.<br><br>6 dies<br><br>Sizes:<br>Smallest: 0.75" x 0.30"<br>Largest: 2.10" x 1.0"<br>	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME230	728795255091	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - BEE SET	Dee's Distinctively	IME230	12	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME230.jpg	Dee's Distinctively Dies - BEE SET <br><br>A great bee set that includes 2 outline bees with solid shapes as well as 3 silhouette bees. Perfect to add to your floral cards and layouts.<br><br>Use with most leading die-cutting machines.<br><br>1 die cuts 7 shapes<br><br> Size: 1.58" x 3.06"<br>	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME235	728795255145	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - ANNIVERSARY	Dee's Distinctively	IME235	12.7	2	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME235.jpg	Dee's Distinctively Dies - ANNIVERSARY<br><br>This die set includes the word Anniversary in 2 sizes as well as a variety of dots. Coordinates perfectly with other words/text from Dee's Distinctively Dies!<br><br>Use with most leading die-cutting machines.<br><br>1 die cuts all words and dots<br><br> Size: 4.34" x 1.31"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME002	741360349186	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Chickadee 	Dee's Distinctively	IME002	11.5	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME002r.jpg	Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. This Chickadee die cuts each piece separately so that it can be layered to create a dimensional embellishment. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines.&nbsp;<div><br></div><div>Single die cuts 6 pieces to layer to form Chickadee.</div><div><br></div><div>Size:  2 1/2" X 2 1/4" </div>	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME008	741360349216	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Stylized Floral	Dee's Distinctively	IME008	9.5	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME008r.jpg	Set of 2.Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines.&nbsp;<div><br></div><div>2 piece die set cuts 2 leaves. 1 curved right and 1 curved left.</div><div><br></div><div>Size each: 1" x 2 1/4" </div>	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME013	783583495059	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Stocking 2	Dee's Distinctively	IME013	17	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME013.jpg	Compatible with Stocking Silhouette IME011.  Created for spectacular new dimension in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines.&nbsp;<div><br></div><div>Single die cuts 1 stocking.</div><div><br></div><div>Size: 2 1/2" x 2 3/4" </div>	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME017	783583495127	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Bell 2	Dee's Distinctively	IME017	12	2	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME017.jpg	Compatible with Bell Silhouette IME015.  Created for spectacular new dimension in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines.&nbsp;<div><br></div><div>2 piece die set cuts 2 pieces to form a single bell.</div><div><br></div><div>Size: 2/14" x 5"  </div>   	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME022	783583495165	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Christmas Tree 1	Dee's Distinctively	IME022	18	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME022.jpg	Compatible with Tree Silhouette IME021. Dee's Dies are created for spectacular new dimension in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines. <div><br></div><div>Single piece die cuts 1 piece.</div><div><br></div><div>Size: 3.05 x 5.39 in.</div> 	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME027	783583495226	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Lg. Snow Covered Tree	Dee's Distinctively	IME027	23	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME027.jpg	<div>The completed tree measurement is 4.45" x 3.5"</div>Compatible with Christmas Stacker Tree IME025. Created for spectacular new dimension in paper crafting.  Dee's dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines. <div><br></div><div>5 piece die set. Each die cuts one piece to layer together to form the tree.</div>   	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME032	783583495264	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Wreath Builder	Dee's Distinctively	IME032	20	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME032.jpg	You can easily create a holiday wreath with this die set.  Features 2 each of 4 different leaves. Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines. <div><br></div><div><div>8 piece die cuts a 8 leaves that you can layer to make a wreath.</div><div><br></div><div><br></div></div>  	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
